455,자본 경영,12821,-79,-269,8,-35,-218,335,36,-364
456,자본시장통합법 ,45,-3,-2,-3,-3,-2,-3,-3,-3
457,자본잉여금 ,65,-5,-4,-2,-1,-5,-1,-4,1
458,자본잠식,1212,-75,-35,-13,74,11,85,69,2
459,자본지분,46,-1,-2,-1,-4,0,5,-1,-1
460,자본집약도,27,0,-1,2,0,-2,1,-2,-1
461,자사주,3664,-53,28,670,182,-101,-82,-112,-88
462,자산관리회사 ,298,-6,-2,-3,17,-6,30,21,-12
463,자산동결,697,18,-29,-40,-32,71,12,27,25
464,자산부채이전,4,0,0,0,3,1,0,1,0
465,자산재평가,89,-6,-7,-2,-4,-5,-3,0,-6
466,잠재손실점검표,0,0,0,0,0,0,0,0,0
467,잠정수수료,0,0,0,0,0,0,0,0,0
468,잡셰어링,5,1,5,0,1,6,-1,-1,-1
469,장래형 담보,0,0,0,0,0,0,0,0,0
470,재무약정,12,-1,-1,-1,-1,-1,-1,0,-1
471,재무적 투자자,2094,-88,-74,-62,-43,-82,-40,-39,-16
472,재무제표,6347,-263,-131,349,-84,-41,-206,-171,-23
473,재물보험,35,-3,3,0,1,0,10,-1,-4
474,재보험중개사,0,0,0,0,0,0,0,0,0
475,재송장전략,0,0,0,0,0,0,0,0,0
476,재재보험,3,0,0,0,0,0,0,0,2
477,재판매가격유지행위,45,-4,-3,-3,-3,-3,-1,-3,-2
478,쟁의행위,1520,-106,-115,-93,-86,-70,-51,-45,-74
479,적대적 M&A,260,-19,-6,10,-3,-6,14,-7,0
480,전도금,2,0,0,0,0,0,0,0,0
481,전략그룹,386,24,-4,0,21,-21,-7,19,-5
482,전략적 제휴,3378,-53,-77,-103,-125,-57,-10,-16,-7
483,전문경영인,1572,-47,183,43,-83,-28,-48,-46,-69
484,전방산업,1009,-17,24,-9,49,33,-11,19,-35
485,전사적 리스크 관리,120,12,4,10,11,11,7,19,-4
486,전사적 자원관리,513,-15,-23,-12,-6,-10,7,15,1
487,전용수입,0,0,0,0,0,0,1,0,0
488,절대적 구매력 평가설,0,0,0,0,0,0,0,0,0
489,정률법,1,0,0,0,0,0,0,0,0
490,정보보호 리스크 관리,421,53,-10,-28,-14,-29,-14,27,-32
491,정보보호 아키텍처,25,1,-1,-2,0,-2,0,-2,-1
492,정액법,4,0,0,0,0,0,0,0,0
493,제3자물류,125,10,-7,-9,-8,11,-7,-5,-5
494,제3자배정,1970,-60,-101,-74,-56,-52,-57,-53,-80
495,제조원가보고서,0,0,0,0,0,0,0,0,0
496,제품수명주기이론,0,0,0,0,0,0,0,0,0
497,조인트 벤처,1492,12,-33,-74,-75,-50,-17,-35,-15
498,조직다운사이징,0,0,0,0,0,0,0,0,0
499,조직슬랙,1,0,0,0,0,0,0,0,0
500,좀비기업,246,-5,-12,2,14,5,21,14,-1
501,종합평가법,1,0,0,0,0,0,0,0,0
502,주주부가가치,4,0,0,0,0,0,0,0,0
503,중화,19723,100,260,108,-76,-82,2,388,-266
504,즉시불 보험금 조항,0,0,0,0,0,0,0,0,0
505,증권관련 집단소송제,14,-1,0,-1,1,2,2,-1,-1
506,증자 ,10754,-315,-308,-207,71,26,116,-24,-30
507,지분법,595,-14,10,-26,-25,6,-34,-27,0
508,지분법손실,68,-4,2,-5,-2,7,-4,-3,-1
509,지분법적용투자주식,2,0,0,0,0,0,0,0,1
510,지분증권,109,-6,-2,-5,-3,-5,7,9,7
511,지분출자,158,5,-4,-6,3,-5,2,2,-3
512,지속가능성,4405,-57,-90,-156,-72,13,117,26,-3
513,지식경영시스템,2,0,0,0,0,1,3,0,0
514,지주회사,6222,-200,-213,-124,-203,-146,80,-66,-184
515,직장폐쇄,244,76,71,9,2,6,-24,-23,-25
516,진성어음,0,0,0,0,2,0,0,0,0
517,집단사고,118,-2,-1,5,-8,-3,13,-3,-5
518,차등의결권제도,96,-3,-2,-7,1,-5,-1,-5,-4
519,차입경영 ,55,1,-3,-1,-1,-2,-2,0,-3
520,창업투자회사 ,289,18,-14,9,-5,-12,9,17,6
521,채무보증제한제도,0,0,0,0,0,0,0,0,0
522,채무증권,65,-4,3,-3,-5,0,-1,-2,-2
523,채산성,591,4,-11,39,46,2,-15,-16,-15
524,책임분양,25,-1,-2,-2,-2,-1,0,2,0
525,청산가치,180,-9,-3,3,-7,-3,-4,-6,-9
526,청산법인,52,-2,-4,-1,-3,-4,-1,1,4
527,체감식 보험,0,0,0,0,0,0,0,0,0
528,체불청산 지원 사업주 융자제도,35,17,-4,-4,-3,-3,-3,-3,-3
529,체증식 보험,0,0,0,0,0,0,0,0,0
530,초과확률곡선,0,0,0,0,0,0,0,0,0
531,초국적기업,22,-2,-2,-2,0,-1,-1,2,0
532,초다수결의제,6,0,0,0,1,0,0,0,0
533,초소형 사업가,6,1,0,-1,-1,1,-1,0,0
534,총정미보유보험료,0,0,0,0,0,0,0,0,0
535,최고 파괴자,67,-2,1,5,-5,-4,2,-1,-3
536,최대손실접근법,0,0,0,0,0,0,0,0,0
537,최저임금제도,544,-34,-36,-33,-22,-29,-20,92,-19
538,출고조절행위,22,1,-2,-2,-2,-2,-1,-1,-1
539,출자,22219,-304,-186,-3,129,-300,-113,-184,-510
540,출자전환,502,-30,-32,-26,3,-12,10,-12,-9
541,출자총액제한제도,14,1,-1,-1,-1,1,0,-1,-1
542,취약성 곡선,8,-1,-1,0,-1,-1,0,0,0
543,카니벌라이제이션,5,0,0,0,0,1,0,0,0
544,카오스 이론,28,0,-1,-1,0,0,-2,3,2
545,카이젠,50,-3,-4,-4,0,1,-3,-3,-2
546,카펜타식 재보험,0,0,0,0,0,0,0,0,0
547,카피레프트,2,1,0,0,0,0,0,0,1
548,캐쉬 카우,65,-4,-2,0,7,0,-3,-4,-1
549,캐쉬백 서비스,285,10,21,-3,3,-14,1,-8,-5
550,캡티브 마켓,44,-4,-1,-1,-2,-2,2,-2,-2
551,커버넌트,26,0,-2,-1,-1,2,-1,-2,-1
552,컨벤션산업,141,1,0,7,-8,16,-9,-6,-4
553,컴퍼니 마켓,468,-13,-10,3,-2,-19,-10,9,-5
554,코리아디스카운트,44,-2,-4,1,-2,-1,0,-2,-1
555,코피티션,9,1,3,-1,-1,-1,0,1,-1
556,콘체른,6,0,1,0,0,0,0,2,0
557,콜래보레이션,26,-2,0,-2,-2,-2,0,2,-1
558,크라우드소싱,160,-6,-8,2,-8,3,13,26,-2
559,크라우드펀딩,1630,-47,-56,-33,8,-27,0,24,-11
560,클러스터,15199,-219,-416,-316,-164,-65,58,372,-275
561,타임오프제,24,3,0,-2,0,0,2,-1,-2
562,탄력형 생명보험,0,0,0,0,0,0,0,0,0
563,탄소종합보험,0,0,0,0,0,0,0,0,0
564,태스크포스,9042,39,241,750,1180,376,118,335,54
565,턴키,704,-7,-38,9,7,-15,-20,-4,-33
566,통상임금,2318,-44,-125,-117,-101,-125,-80,-94,1
567,통합위기상황분석,0,0,0,0,0,0,0,0,0
568,퇴직급여충당금,36,-2,-3,-1,-3,-1,-2,-2,-2
569,퇴출기업,6,0,1,0,0,1,0,3,-1
570,투자개방형 의료법인,4,0,0,0,0,1,0,0,0
571,투자세액공제,661,-29,-15,13,-29,-9,22,76,-28
572,투자위험보증사업,0,0,0,0,0,0,0,0,0
573,트러스트,1541,-34,-45,-61,-2,-28,-23,-2,80
574,트리거,951,-32,-33,15,11,-10,-20,9,-5
575,틈새시장,1342,-26,-32,-37,-57,-9,-2,-22,-31
576,티저광고,30,1,8,-1,-1,2,6,4,-1
577,파견근로제,8,-1,-1,-1,0,-1,0,1,-1
578,파리협약,171,-6,-8,-8,-4,-6,-3,2,-4
579,파운드리,2046,34,-64,-37,-36,200,171,74,106
580,파일럿 샵,1,0,0,0,0,0,0,3,0
581,파킨슨의 법칙,7,1,-1,0,-1,2,2,-1,-1
582,파트너십과세제도 ,0,0,0,0,0,0,0,0,0
583,판매 채널,10786,-180,235,345,214,207,429,403,231
584,패스트트랙,32203,-875,-2189,-2130,-1676,-1689,-1762,-1711,-1752
585,패스트패션,232,-10,2,0,-2,-1,14,-8,0
586,팹리스,933,-44,-39,-37,-14,17,49,-18,9
587,페이밴드,305,-24,-24,-22,-20,-19,-18,-17,-16
588,페이퍼컴퍼니,676,-7,-10,-9,10,81,67,37,-2
589,평가손익,100,-2,0,2,7,-4,4,3,-1
590,평준화준비금,0,0,0,0,0,0,0,0,0
591,폐쇄형 혁신,86,-4,-2,-6,-3,-1,-4,-4,-3
592,포모증후군,4,0,0,1,0,2,0,1,0
593,포이즌 필,26,-1,4,0,-2,-1,0,0,-2
594,포지셔닝,589,-3,-11,-17,-4,-17,-20,-5,-27
595,포템킨 경제,1,0,0,0,0,0,1,0,0
596,표준평행사변형법,0,0,0,0,0,0,0,0,0
597,풀링 오브 리소스,0,0,0,0,0,0,0,0,0
598,프로젝트사이클 ,1,1,0,0,0,0,0,0,0
599,피터팬 신드롬,14,0,0,-1,0,-1,-1,-1,-1
600,하이디어,11,-1,-1,-1,-1,-1,-1,1,-1
601,한국경영자총협회,3446,-58,-159,-46,-51,-13,41,155,-106
602,한정납 종신보험,0,0,0,0,0,0,0,0,0
603,합병비율,473,17,-24,-13,-10,35,44,-15,-9
604,합자회사,852,-47,-34,-22,-29,-22,-36,-31,-16
605,해외전환사채,17,7,-1,-2,5,0,-1,-2,-2
606,핵심역량,1760,17,-51,-57,-37,-43,-2,4,-46
607,행동평점시스템,0,0,0,0,0,0,0,0,0
608,허쉬만-허핀달지수,1,0,0,0,0,0,0,0,0
609,헤드헌터,190,-12,-8,-7,-8,6,3,-7,-13
610,헤지,3770,49,7,27,49,2,14,66,-52
611,현금흐름등급,2,0,0,0,0,2,0,0,0
612,현물출자,612,-24,-14,1,1,-24,-16,8,-41
613,현-현 스왑,0,0,0,0,0,0,0,0,0
614,협정요율,0,0,0,0,0,0,0,0,0
615,화의,109729,-1990,-3345,-3617,-3697,-2002,-52,-1173,-2492
616,화의제도 ,0,0,0,0,0,0,0,0,0
617,화폐주조차익,5,0,0,0,0,0,0,0,0
618,확정기여형 연금,336,-9,-21,-18,-4,-12,-14,-6,-5
619,환본위제도,0,0,0,0,0,0,0,0,0
620,활동기준 원가계산,0,0,0,0,0,0,0,0,0
621,황금낙하산,27,-2,-2,-2,0,0,-1,-2,1
622,황제경영,80,8,-7,-5,-6,2,-4,-4,-6
623,회계연도,4322,-200,8,25,34,-83,247,-139,-9
624,회사채,3485,-50,-59,1029,1193,297,354,103,-176
625,회사채 신속인수제도 ,0,0,0,99,21,0,-6,-8,-6
626,흑자도산,14,0,-1,44,33,1,-6,9,-2
627,히든챔피언,322,-6,-5,-12,-11,-8,18,-10,-6
628,1인당 국민소득,1734,-40,-78,-16,-68,-91,8,-72,-79
629,20-50 클럽,19,-2,-1,-1,0,0,-1,0,-1
630,70의 법칙,1,0,1,0,0,1,0,1,0
631,BOP,465,-6,-9,-7,5,-1,24,43,20
632,COMESA,0,0,0,1,0,0,0,0,0
633,EWE,741,-28,-9,70,41,20,120,33,-16
634,FOB,2316,-38,55,75,-116,-36,-21,-14,112
635,FTA,8243,-234,-283,-446,-362,-325,-252,-166,-263
636,FTC,624,-29,-25,-40,-29,-25,-19,-4,-4
637,FTSE지수,56,-1,-4,6,-3,-2,-2,6,-2
638,G 유로,828,-31,-11,21,-16,-1,-19,-15,-28
639,G20,13223,-924,-756,134,-271,-645,-535,-644,-688
640,G7,4846,-135,-133,375,-157,-77,700,111,-12
641,GATT,454,-28,-30,-29,-32,-26,-15,-10,-12
642,GDP갭,88,-2,5,-5,4,-4,-7,-7,-6
643,GDP디플레이터,337,-10,-26,25,-23,-17,29,-20,-24
644,GSP,216,-7,3,-3,0,21,-2,0,-7
645,IBRD,90,-6,-7,-4,3,-2,-4,17,-6
646,ICN회의,1,0,0,0,0,0,0,0,0
647,IMF포지션,123,-1,-2,-1,-2,-4,0,-1,-2
648,ISM지수,15,-1,0,0,-1,-1,-1,-1,-1
649,J커브 효과,11,1,0,-1,-1,2,3,-1,0
650,KOAFEC,4,0,0,0,0,0,0,0,0
651,Korea's Proposal,22,-1,-1,-1,-1,0,-1,-2,-2
652,M3,9266,-206,-98,114,-19,-60,-127,-44,-155
653,MDB,309,-18,-2,-7,-14,-13,-1,-2,-19
654,OECD,14220,-201,-514,-284,-324,-274,73,-13,302
655,PECC,5,0,0,0,0,0,0,1,0
656,PEMNA,0,0,0,0,0,2,0,0,0
657,PIR,1686,-31,3,-64,-54,4,25,-26,-8
658,SDR,11436,-14,-274,-407,-322,-439,-312,-249,-403
659,SSNIP Test,0,0,0,0,0,0,0,0,0
660,TCE,274,-9,30,83,19,36,-9,54,-6
661,WEF 국가경쟁력 평가,208,-10,-15,-13,-12,-10,-9,-10,3
662,X-비효율,0,0,0,0,0,0,0,0,0
663,가격 차별,8525,-78,-80,-25,-58,88,78,151,28
664,가격거품,306,-8,11,-3,-6,-3,9,6,19
665,가격고정,50,0,1,-2,2,-3,-3,-1,3
666,가격약속,26,-1,3,-1,-2,0,-1,0,-1
667,가격통제,415,10,-10,20,-17,-1,-5,3,50
668,가격하한제,3,0,1,0,0,1,2,0,0
669,가공무역,111,-4,0,5,-6,0,-2,-6,-4
670,가변비용,7,0,-1,0,1,1,0,2,-1
671,가수요,280,-12,13,94,11,37,14,31,-4
672,가치사슬,1765,-3,7,-6,18,131,38,44,-43
673,가치의 역설,116,0,0,-4,-1,1,0,3,-2
674,간이정액환급,16,-1,-1,0,1,0,-1,1,0
675,간접비,585,-23,-20,15,11,-7,-14,-25,-36
676,간접세,120,-7,-2,-4,4,3,21,-1,-7
677,갈라파고스경제,2,0,0,0,0,1,0,0,0
678,개발원조위원회,67,-5,-4,-4,6,-3,-5,-2,-5
679,거시 건전성 정책,461,-17,4,0,-16,-1,-5,6,-18
680,거시건전성부담금,0,0,0,0,0,0,0,0,0
681,거시경제지표,108,-8,-8,-4,-7,-4,1,-6,-6
682,게임이론,116,-1,-10,-5,4,-4,-1,-3,-4
683,경기 순응성 ,10,0,-1,0,0,7,0,-1,0
684,경기동행지수,286,-8,-2,-20,-5,-1,-17,-13,0
685,경기선행지수,566,26,2,-40,-8,-18,-28,-35,-26
686,경기순환 ,516,-8,-22,-19,-27,-19,7,-15,-14
687,경기안정화정책,22,-2,-1,-1,-2,-2,-1,-1,-1
688,경기적 실업,53,-4,-3,-2,-4,-4,0,-2,-2
689,경기종합지수,83,-6,-3,-6,1,-3,-5,-3,-4
690,경로 의존성,47,-2,-2,2,1,6,0,2,-3
691,경매,9121,-212,-217,-300,-119,248,-144,-146,-127
692,경상경비,176,-13,-9,37,61,17,21,-8,-7
693,경상수지,2150,-56,-87,-75,-86,-47,-13,-72,-59
694,경상이익,353,-12,-20,-16,18,-20,-14,-4,-14
695,경실련,2574,-3,-112,-63,-44,-58,84,620,156
696,경쟁법 역외적용,1,2,0,0,0,1,0,1,0
697,경쟁제한규제,35,0,-3,-3,-3,-2,-1,-1,-2
698,경제 활동 참가율,763,32,-28,-33,-29,-20,-13,11,-18
699,경제고통지수,8,0,-1,-1,-1,-1,-1,3,-1
700,경제관계장관회의,1006,58,349,5,29,-97,-95,-76,-72
701,경제발전경험 공유사업,126,-6,-9,-9,-7,-7,-7,-4,-5
702,경제부총리,12687,-74,125,416,-24,-525,-46,207,343
703,경제불쾌지수,0,0,0,0,0,0,0,0,0
704,경제성장률,13145,-29,-150,-239,-68,-171,-305,-331,-260
705,경제신뢰지수,2,0,0,0,0,1,0,0,1
706,경제자유구역,5134,89,-126,-6,-37,60,267,119,-72
707,경제자유지수,23,-2,-2,1,0,-1,1,0,1
708,경제적 이윤,657,-11,-22,-1,9,9,37,-6,-19
709,경제정의실천시민연합,1857,16,-102,-11,-36,-54,67,614,173
710,경제지대,45,-3,-4,-2,-2,-2,-2,-3,-2
711,경제투표,5,2,-1,0,3,-1,-1,-1,-1
712,경제특구,1087,-32,-50,-56,-28,-41,-3,-34,-45
713,경제활동인구,1991,-4,-41,-76,61,119,42,63,11
714,경제후생지표,0,0,0,0,0,0,0,0,0
715,경착륙,369,-11,-6,-14,-5,-12,-24,-21,-21
716,계속거래,236641,-11459,-10615,-7038,-6804,-7691,-6018,-5449,-6561
717,계약 이론,567,-19,4,-4,-8,-6,6,-6,17
718,계절관세,7,-1,-1,0,0,0,0,0,0
719,고용률,5320,42,-139,-216,-179,-105,-67,-57,-135
720,고용없는 성장,15666,-274,-512,-551,-70,-1,244,21,-433
721,고용탄력성,14,-1,-1,-1,-1,-1,2,9,0
722,고정 금리 ,3104,-95,-41,92,44,-61,-107,-81,-17
723,고정금리,1821,-60,-34,15,6,-56,-86,-81,-35
724,고정비용,473,-10,15,178,267,101,65,29,4
725,고정환율제도,6,1,0,-1,-1,0,2,2,-1
726,공공재,1402,-22,14,-6,44,175,103,202,722
727,공리주의,59,2,1,-2,1,3,0,5,3
728,공유가치창출,516,-16,-18,-25,-16,-8,0,-6,2
729,공유경제,4122,-37,-172,-195,-161,-87,-132,-137,-143
730,공적개발원조,1020,-42,-61,-56,25,-28,-14,-39,-29
731,공적부조,40,4,0,-1,-3,2,6,2,-2
732,공적연금,1048,-44,-33,-29,-54,18,-46,-21,-35
733,공정거래법,4510,-162,-179,-158,-88,-97,74,-32,20
734,공정거래위원회,11839,-14,-259,-296,-140,-267,89,-21,308
735,공정무역,810,-18,-32,-39,-29,-6,-35,-10,-32
736,과부하 요금설정,0,0,0,0,0,0,0,0,0
737,과점시장,83,-4,-5,3,-4,-2,0,2,-5
738,관리변동환율제,26,0,-2,-2,-1,0,-2,0,0
739,관세,31879,-1108,-1174,-1457,-1421,-689,-1084,-1187,-1395
740,관세장벽,574,-20,-31,-38,-31,-27,-4,-24,-28
741,광의 통화,171,-6,6,-7,-3,10,38,86,10
742,교역조건,576,10,-36,16,4,-9,-20,-19,-32
743,교역촉진법,67,-2,-5,-5,-5,-3,-4,-4,-4
744,교차보조,13,-1,-1,-1,-1,1,1,1,-1
745,교환 방정식,41,-1,-3,-2,0,-2,-3,-3,-2
746,구두창 비용,1,0,0,0,0,2,2,0,0
747,구매력평가지수,15,-1,-1,3,-1,-1,-1,4,-1
748,구상무역,1,0,0,0,0,0,0,0,0
749,구조적 실업,764,-8,-36,-35,-2,-4,17,-11,-26
750,구조-행동-성과 분석체계,0,0,0,0,0,0,0,0,0
751,구직단념자 ,233,0,-9,-12,20,1,4,-8,12
752,구축효과,236,-3,-3,4,6,6,28,2,8
753,국가신용등급,574,-34,-5,-7,59,28,11,-33,-9
754,국내총생산,12930,-153,-266,341,348,207,99,-103,-232
755,국민부담률,85,-4,-3,-5,2,25,8,-1,3
756,국민총소득,782,-36,-37,12,-46,-43,39,-38,-46
757,국외 순수취 요소 소득,30,-2,-2,3,-2,-2,6,1,-2
758,국제결제은행,949,-18,-33,93,44,3,5,-1,-31
759,국제노동기구,2820,-187,-175,-118,-45,-117,-43,-1,-147
760,국제수지,821,-18,-5,-13,-18,-5,23,-21,-14
761,국제조세경쟁,4,0,0,0,0,0,0,0,0
762,국제통화기금,6578,-40,-224,163,499,67,20,-49,-275
763,국제투자보증공사,0,0,0,0,0,0,0,0,0
764,국제피셔효과,0,0,0,0,0,0,0,0,0
765,권장소비자가격제도,1,0,0,0,0,0,0,0,0
766,규모의 경제,38751,-703,-367,2699,1204,58,671,82,-769
767,규제프리존,90,-3,-5,0,3,-5,1,-1,-2
768,균형 재정 승수,68,2,-4,2,-3,-1,0,3,-1
769,균형가격,57,-4,-3,-3,2,1,2,0,1
770,그레셤의 법칙,5,0,1,1,2,0,-1,1,0
771,그레이 스완,32,17,-2,-3,-4,-3,-1,4,-2
772,그린백,26,-2,-1,0,4,3,3,0,4
773,그린슈트,1790,-11,-39,-38,-27,-48,-39,-5,-17
774,근린궁핍화정책,6,0,0,0,0,0,0,0,1
775,근원 인플레이션,415,-19,-21,-28,-20,-1,-18,-9,-6
776,금리 자유화,57,5,-4,-4,-3,-3,-1,-2,-3
777,금리스왑,13,-1,3,-1,5,2,-2,-1,-1
778,금본위제,65,0,-3,0,5,1,-2,20,6
779,금융 패닉,367,4,56,584,22,-30,-28,-17,58
780,금융억압,2,0,0,0,0,1,3,1,3
781,금지보조금,1,0,0,0,0,0,0,0,0
782,금태환,20,0,1,-1,-1,4,1,3,3
783,기간산업,915,-30,-25,43,1105,655,394,179,-40
784,기능통화,22,-2,-1,-2,10,-2,2,1,1
785,기대효용,15,-1,-1,-1,2,-1,1,0,-1
786,기본 소득,10561,-20,-195,3190,2264,944,1612,946,338
787,기술원조,24,0,-2,-1,-1,-2,5,-2,-2
788,기저효과,4366,-13,-82,-238,-125,-140,-205,-149,-152
789,기준금리,11816,-423,-193,1390,-288,-242,-205,-331,-217
790,기준환시세,0,0,0,0,0,0,0,0,0
791,기축통화,694,-15,-34,164,21,64,23,24,-3
792,기펜재,4,0,0,0,0,0,0,0,0
793,기회비용 ,558,1,-10,25,5,-10,2,14,58
794,긱 경제,193,-2,-14,0,0,0,1,-7,4
795,긴급수입제한조치,251,-9,-10,-17,-15,-16,-15,0,2
796,긴축정책,267,-16,-19,-6,-8,-13,-13,-10,-13
797,끼워팔기,149,1,19,35,-13,4,10,-6,-8
798,낙수효과,755,-1,-28,-23,-31,-20,-16,-19,-4
799,남북경제협력사업,168,-9,-11,-12,-9,-10,9,-10,-8
800,남북경제협력사업보험,0,0,0,0,0,0,0,0,0
801,남북청산결제,0,0,0,0,0,0,0,0,0
802,남북투자보장합의서,4,0,0,0,0,0,0,1,0
803,남북협력기금,683,-29,-51,-39,-11,-30,-24,-34,6
804,내국민대우,46,4,-4,-4,-3,-3,-3,-1,-3
805,내국신용장,17,3,-2,-2,3,-2,-1,-1,-1
806,내부 시차,239,-3,18,59,14,10,3,0,26
807,내생적 성장 이론,26,2,1,0,-1,-1,-2,-1,-2
808,내쉬균형,7,-1,-1,1,-1,0,0,0,0
809,내자거래,0,0,0,0,0,0,0,0,0
810,넛 크래커,19,0,-2,-2,-1,-1,0,-1,-1
811,네트워크 외부성,5,1,0,1,0,0,1,1,0
812,넥스트11,1,0,0,0,0,0,0,0,0
813,노동경제학,107,-3,2,-4,0,-5,-4,-1,-6
814,노동생산성,1269,-36,-76,-68,-76,-44,-16,-3,-48
815,노동생산성지수,19,2,-2,-2,-2,4,1,-2,3
816,노동소득분배율,104,-7,-3,-8,-1,3,23,-4,-6
817,녹색 GDP ,89,-2,6,-5,-4,7,21,6,-3
818,농업의 비교역적 기능,6,0,0,0,0,0,0,0,1
819,누적조항,1,0,0,1,0,0,0,0,0
820,누진세율,129,1,-7,0,10,-3,19,11,2
821,뉴 라운드,361,-14,-1,-1,-23,-2,10,-5,-5
822,뉴노멀,379,24,-12,24,340,437,526,673,422
823,닉슨쇼크,2,0,0,0,2,0,0,1,0
824,님투,23,15,-3,-3,-2,-3,-2,-2,-2
825,닥터 코퍼,52,9,-1,-2,1,8,2,3,-3
826,달러 페그제 ,51,-3,-3,1,-3,9,14,46,-3
827,달러인덱스,468,-15,31,80,30,21,33,73,74
828,달러화통용제도,0,0,0,0,0,0,0,0,0
829,닻내림 효과,3,0,0,0,0,0,0,0,0
830,대공황,644,-3,5,310,755,573,209,91,-31
831,대내지향형 발전전략 ,0,0,0,0,0,0,0,0,0
832,대부 자금설,0,0,0,0,0,0,0,0,0
833,대안화폐,92,-2,4,0,-6,1,-6,-7,0
834,대외 의존도,2235,-74,-64,29,-11,-8,-44,-97,-108
835,대외경제협력기금,371,-16,-26,-22,4,-7,-3,-20,-23
836,대차대조표 불황,17,-1,-1,2,0,2,1,2,-1
837,대체 편의,4265,-26,-47,18,-35,12,-10,34,-64
838,대체재,1788,-52,-95,-64,-57,-47,-15,-34,-18
839,대체탄력성,921,7,-21,-6,56,54,65,63,24
840,더블 딥,39,-3,0,17,0,7,2,-4,1
841,덤핑,1267,-68,-58,-43,-44,21,-7,-12,-15
842,도덕적 해이,1699,-43,-47,-47,137,18,-3,-15,-67
843,독점,18064,-205,-635,-547,73,-89,-115,-13,-84
844,독점적 경쟁시장,14,-1,0,0,4,3,1,1,0
845,동남아시아 국가연합,1724,-97,-97,-88,-6,-62,-68,-50,-65
846,동아시아 외환위기,156,-10,-8,17,-1,-9,7,6,-9
847,디레버리징,176,-11,5,-6,-9,-7,-10,-11,-10
848,디스인플레이션,82,-7,-4,-5,-6,-3,-2,1,3
849,디큐뮬레이션,0,0,0,0,0,0,0,0,0
850,디플레이션,2627,-67,-143,-96,-55,-15,-30,-138,-118
851,래퍼 곡선,36,-2,0,-3,-1,5,-1,-1,-2
852,러너의 독점력 지수,0,0,0,0,0,0,0,0,0
853,레몬마켓,31,-1,-3,-2,-1,0,-1,2,5
854,레이거노믹스,25,-1,-1,-2,0,-2,4,2,-1
855,로렌츠곡선,7,0,-1,-1,0,-1,0,-1,-1
856,로마조약,3,0,3,0,0,0,0,0,0
857,롱테일법칙,8,-1,-1,-1,-1,0,0,0,0
858,리니언시,101,-5,-8,-6,-5,-5,-4,-4,-4
859,리디노미네이션,347,-27,-27,-25,-18,-21,-21,-18,-17
860,리먼사태 ,98,3,-1,24,34,6,9,0,-2
861,리코노믹스,1,0,0,0,0,0,1,0,0
862,리플레이션 ,20,-1,1,-2,-1,-1,2,0,0
863,립스틱 효과,210,-9,-6,0,-7,-5,-3,-3,-7
864,마빈스,0,0,0,0,0,0,0,0,0
865,마이너스 금리,3916,-122,-119,144,-19,177,-29,-47,-21
866,마찰적 실업 ,18,0,-1,-1,10,2,1,-1,-1
867,매몰비용,448,-26,-24,-13,-17,-12,10,-2,-19
868,매스티지,66,-6,-2,-2,-4,4,58,-3,-8
869,맥락효과,1,0,0,0,0,0,1,0,0
870,머니마켓크런치,0,0,0,0,0,0,0,0,0
871,머들링 스루,1,0,0,0,0,0,0,2,0
872,메뉴비용,4,1,0,1,0,0,4,1,-1
873,명목 금리 ,708,4,-17,14,2,-2,-12,5,44
874,명목 소득 ,1968,-56,-69,77,11,59,66,-37,-54
875,모기지론,165,-11,-4,5,-3,0,-8,1,-2
876,모라토리엄,457,59,-31,-23,-28,-24,-23,-1,-26
877,무기명채권 ,11,-1,-1,0,33,0,-3,-1,-3
878,무역관련 지적재산권에 관한 협정,0,0,0,0,0,0,0,0,0
879,무역관련투자조치,45,-4,-3,-3,-3,-3,-2,-3,-2
880,무역구제제도,21,-2,2,-2,-2,1,-2,-2,3
881,무역의존도,638,-38,-1,26,1,2,-16,-20,-34
882,무역장벽규정,0,1,0,0,0,0,0,0,0
883,무역촉진권한,0,0,0,0,0,0,0,0,0
884,무역특혜협정,3,0,1,0,0,0,0,0,0
885,무임승차자의 문제,1,0,0,0,0,0,0,0,0
886,무중량경제,0,0,0,0,0,0,0,0,0
887,무지의 베일,8,-1,1,0,-1,-1,0,0,0
888,무차별곡선,2,0,0,0,0,1,0,0,0
889,묵시적 담합,14,0,-1,-1,-1,0,-1,0,-1
890,묶어팔기,9,-1,1,-1,0,-1,-1,0,0
891,문고리정책,0,0,0,0,0,0,0,0,0
892,물가 및 물가지수,1003,-23,-22,5,-5,9,12,12,-3
893,물가안정목표제,37,-3,-3,-3,2,-3,27,-3,4
894,물가연동계수,0,0,0,0,0,0,0,0,0
895,미소수입물량,0,0,0,0,0,0,0,0,0
896,미스트,10816,138,-272,36,-220,-139,-253,-163,-284
897,미시경제학,31,2,0,-1,-1,-2,-1,-2,-1
898,바이 아메리칸,299,35,70,74,51,60,66,80,63
899,방코델타아시아,84,-4,-5,-6,-4,-6,-3,-4,1
900,배타적 계약,194,-3,-8,2,-8,-2,-5,4,23
901,백로효과 ,4,0,0,0,0,0,0,0,0
902,밸리효과,8,-1,-1,-1,0,-1,-1,1,-1
903,버냉키쇼크,0,0,0,0,0,0,0,0,0
904,버트랑 모형,0,0,0,0,0,0,0,0,0
